,id,clos_beg_id,r_id_loc,start_time,dur,r_t_loc,sec,clock_drift,protagonist_appear,ava_charNet_score
S1E5,1.0,1.0,0.0625,87.88,34.409,0.057750060786079,1.0,0.0,1.0,1.8808735782897532
S1E5,2.0,0.5,0.125,122.414,50.25899999999999,0.08044396837809599,1.0,-0.2935740463088958,1.0,1.6973991576223233
S1E5,3.0,0.3333333333333333,0.1875,172.673,215.424,0.11347150940048498,1.0,-0.4868196784262372,1.0,1.6362410173998465
S1E5,4.0,0.25,0.25,388.222,119.87,0.2551188449987843,2.0,-0.6145915843737173,1.0,1.6973991576223233
S1E5,5.0,0.2,0.3125,508.091,51.677,0.33389037477082006,2.0,0.019423365866348685,0.0,0.0
S1E5,6.0,0.16666666666666666,0.375,559.768,33.951,0.3678497499556426,2.0,-1.3534263862464129,0.0,0.0
S1E5,7.0,0.14285714285714285,0.4375,593.719,230.56400000000002,0.3901605409632458,2.0,-0.6232155676489197,0.0,0.0
S1E5,8.0,0.125,0.5,824.283,35.744,0.5416749357639004,3.0,0.7101867113602526,0.0,0.0
S1E5,9.0,0.1111111111111111,0.5625,860.0269999999999,34.618,0.5651639909839459,3.0,-0.6985171871647808,0.0,0.0
S1E5,10.0,0.1,0.625,894.645,48.757,0.5879130989071648,3.0,-0.8004788250733472,0.0,0.0
S1E5,11.0,0.09090909090909091,0.6875,943.4019999999999,70.696,0.6199536054359183,4.0,-0.9021185694269526,0.0,0.0
S1E5,12.0,0.08333333333333333,0.75,1014.097,165.99900000000002,0.6664105984635907,4.0,-0.9075600556234164,0.0,0.0
S1E5,13.0,0.07692307692307693,0.8125,1180.097,49.383,0.7754969672675178,4.0,-1.1685291105273756,0.0,0.0
S1E5,14.0,0.07142857142857142,0.875,1229.479,117.78399999999999,0.8079481905462862,5.0,-0.9830619022391928,0.0,0.0
S1E5,15.0,0.06666666666666667,0.9375,1347.431,156.114,0.8854599699026766,5.0,-1.5324104318333924,0.0,0.0
S1E5,16.0,0.0625,1.0,1503.545,18.185,0.9880497854415698,5.0,0.0,0.0,0.0
