,id,clos_beg_id,r_id_loc,start_time,dur,r_t_loc,sec,clock_drift,protagonist_appear,ava_charNet_score
S2E21,1.0,1.0,0.04,114.23899999999999,159.618,0.0728765833443908,1.0,0.0,1.0,9.61075721510416
S2E21,2.0,0.5,0.08,274.066,151.485,0.17483515866616312,1.0,-2.5325064896189247,1.0,4.47643892181005
S2E21,3.0,0.3333333333333333,0.12,425.551,114.99,0.27147211476631317,2.0,1.9814691492474377,1.0,9.497928820392232
S2E21,4.0,0.25,0.16,540.707,166.667,0.34493368070795016,2.0,-1.1511198408878616,1.0,7.5983430563137855
S2E21,5.0,0.2,0.2,707.3739999999999,46.38,0.45125570310187496,3.0,0.28431381906495,1.0,9.834898664904776
S2E21,6.0,0.16666666666666666,0.24,753.7539999999999,75.993,0.48084293631918995,3.0,0.014841231462649427,1.0,9.497928820392232
S2E21,7.0,0.14285714285714285,0.28,829.7460000000001,64.523,0.5293205781184612,3.0,-4.4674591982130565,1.0,9.497928820392232
S2E21,8.0,0.125,0.32,894.2689999999999,21.647,0.5704817909015749,3.0,6.57022045991277,1.0,9.66525740041896
S2E21,9.0,0.1111111111111111,0.36,916.375,107.191,0.5845838904596165,3.0,2.411078370948058,1.0,6.840565848296879
S2E21,10.0,0.1,0.4,1023.565,34.826,0.6529636991824278,4.0,-1.006398926910518,1.0,9.834898664904776
S2E21,11.0,0.09090909090909091,0.44,1058.392,12.93,0.6751809171914711,4.0,4.313008890408004,1.0,10.17107116458147
S2E21,12.0,0.08333333333333333,0.48,1071.3210000000001,32.449,0.6834287252610414,4.0,8.849955692533987,1.0,9.49766303878028
S2E21,13.0,0.07692307692307693,0.52,1104.605,24.525,0.7046616159554163,4.0,1.4421699692238683,0.0,9.160958975879684
S2E21,14.0,0.07142857142857142,0.56,1129.505,13.764000000000001,0.720546094332112,4.0,-0.28630131405123804,0.0,9.160958975879684
S2E21,15.0,0.06666666666666667,0.6,1143.268,49.007,0.7293259367376727,4.0,-0.8866854502541125,0.0,9.273548038995818
S2E21,16.0,0.0625,0.64,1192.276,20.646,0.7605896522511305,4.0,-2.7776944502461323,0.0,0.0
S2E21,17.0,0.058823529411764705,0.68,1212.921,49.007,0.7737597348249008,4.0,-3.9282520917280954,0.0,3.166242055076028
S2E21,18.0,0.05555555555555555,0.72,1262.012,35.369,0.8050763985996141,5.0,-0.6632032987030023,1.0,6.556599109936517
S2E21,19.0,0.05263157894736842,0.76,1297.381,32.407,0.8276393751339656,5.0,9.056278533445347,1.0,9.834898664904776
S2E21,20.0,0.05,0.8,1329.7879999999998,114.448,0.8483128004654342,5.0,-3.49072324492482,1.0,5.680369284505472
S2E21,21.0,0.047619047619047616,0.84,1444.236,13.472000000000001,0.9213227113592521,5.0,25.91262245560816,0.0,9.160958975879684
S2E21,22.0,0.045454545454545456,0.88,1457.7079999999999,27.861,0.9299169158849886,5.0,-2.6994057707801757,0.0,0.0
S2E21,23.0,0.043478260869565216,0.92,1485.569,6.131,0.9476903075337082,5.0,-23.347815330506158,0.0,6.220400160243671
S2E21,24.0,0.041666666666666664,0.96,1491.7,34.952,0.9516014616271831,5.0,0.6672796089111018,0.0,0.0
S2E21,25.0,0.04,1.0,1526.652,40.916,0.9738984209935391,5.0,0.0,0.0,0.0
