,id,clos_beg_id,r_id_loc,start_time,dur,r_t_loc,sec,clock_drift,protagonist_appear,ava_charNet_score
S1E9,1.0,1.0,0.034482758620689655,75.40899999999999,128.378,0.04779291532410376,1.0,0.0,0.0,11.320745356113912
S1E9,2.0,0.5,0.06896551724137931,203.787,166.25,0.12915666346395172,1.0,0.6800905792546881,1.0,12.502425092096734
S1E9,3.0,0.3333333333333333,0.10344827586206896,370.037,102.311,0.23452302785854984,2.0,1.3985926822039765,1.0,12.502425092096734
S1E9,4.0,0.25,0.13793103448275862,472.347,35.702,0.2993653300613248,2.0,4.2937622426079365,0.0,4.053023793442898
S1E9,5.0,0.2,0.1724137931034483,508.05,21.855,0.3219932717634622,2.0,0.7139995378283677,0.0,11.826983336687864
S1E9,6.0,0.16666666666666666,0.20689655172413793,529.905,17.309,0.33584459142568135,2.0,0.5801031732293611,1.0,13.177866847505607
S1E9,7.0,0.14285714285714285,0.2413793103448276,547.214,41.542,0.34681473519293615,2.0,0.3270482007023138,1.0,12.672725487161165
S1E9,8.0,0.125,0.27586206896551724,588.755,71.446,0.3731426999647617,2.0,-0.18075514707646492,1.0,11.99673542163754
S1E9,9.0,0.1111111111111111,0.3103448275862069,660.202,91.633,0.4184245684573984,3.0,-0.9334838448170064,1.0,12.502425092096734
S1E9,10.0,0.1,0.3448275862068966,751.835,14.89,0.47649997338112904,3.0,-1.7410926862274825,0.0,11.826983336687864
S1E9,11.0,0.09090909090909091,0.3793103448275862,766.725,18.018,0.4859369969350272,3.0,-0.34538464692195764,0.0,11.320745356113912
S1E9,12.0,0.08333333333333333,0.41379310344827586,784.743,10.135,0.4973564925961512,3.0,0.4945288567636526,0.0,10.814507375539966
S1E9,13.0,0.07692307692307693,0.4482758620689655,794.878,204.329,0.5037798796827031,3.0,-0.8876085608964728,0.0,3.2659024567569688
S1E9,14.0,0.07142857142857142,0.4827586206896552,999.2080000000001,13.972000000000001,0.6332806871217903,4.0,-1.3536792072815866,1.0,6.336362743580582
S1E9,15.0,0.06666666666666667,0.5172413793103449,1013.18,11.052999999999999,0.6421358982094373,4.0,-0.6953980635341204,1.0,8.448483658107444
S1E9,16.0,0.0625,0.5517241379310345,1024.233,59.81,0.6491410977622403,4.0,0.20969491127336928,1.0,5.879694953553046
S1E9,17.0,0.058823529411764705,0.5862068965517241,1084.042,112.36200000000001,0.6870470038559335,4.0,-0.6285429220298152,1.0,7.240792755956023
S1E9,18.0,0.05555555555555555,0.6206896551724138,1196.405,13.347000000000001,0.7582607229685365,4.0,-1.3994972100074092,1.0,12.390811437003398
S1E9,19.0,0.05263157894736842,0.6551724137931034,1209.751,10.344000000000001,0.7667191861216812,4.0,-1.3227814004644594,1.0,11.99673542163754
S1E9,20.0,0.05,0.6896551724137931,1220.095,16.308,0.7732750337806149,4.0,2.279497987988229,1.0,11.99673542163754
S1E9,21.0,0.047619047619047616,0.7241379310344828,1236.403,72.11399999999999,0.7836107611222516,4.0,-0.2807671442336421,1.0,8.042596428661039
S1E9,22.0,0.045454545454545456,0.7586206896551724,1308.517,11.052999999999999,0.8293153626377527,5.0,-1.0746974897389516,0.0,11.320745356113912
S1E9,23.0,0.043478260869565216,0.7931034482758621,1319.57,11.261,0.8363205621905556,5.0,-0.4341196499906477,1.0,12.672725487161165
S1E9,24.0,0.041666666666666664,0.8275862068965517,1330.8310000000001,10.761,0.8434575885330975,5.0,-0.08695575555461699,1.0,11.99673542163754
S1E9,25.0,0.04,0.8620689655172413,1341.592,13.013,0.8502777235541518,5.0,1.2555309957799894,1.0,11.99673542163754
S1E9,26.0,0.038461538461538464,0.896551724137931,1354.605,13.095999999999998,0.8585251370871857,5.0,-1.0001052312611174,0.0,0.0
S1E9,27.0,0.037037037037037035,0.9310344827586207,1367.701,97.34700000000001,0.8668251545795866,5.0,0.0024510516232326696,1.0,10.306364526113272
S1E9,28.0,0.03571428571428571,0.9655172413793104,1465.0479999999998,19.436,0.9285219935252764,5.0,-0.40448673312641104,0.0,11.320745356113912
S1E9,29.0,0.034482758620689655,1.0,1484.484,93.34299999999999,0.9408401929741391,5.0,0.0,1.0,12.053319449954099
