,id,clos_beg_id,r_id_loc,start_time,dur,r_t_loc,sec,clock_drift,protagonist_appear,ava_charNet_score
S1E25,1.0,1.0,0.023809523809523808,84.51799999999999,4.171,0.055505753308784656,1.0,0.0,0.0,0.0
S1E25,2.0,0.5,0.047619047619047616,88.689,11.945,0.05824498633667151,1.0,-3.890895182506476,0.0,0.0
S1E25,3.0,0.3333333333333333,0.07142857142857142,100.634,100.0,0.06608966111924366,1.0,-1.3359877889952467,1.0,11.409480781535807
S1E25,4.0,0.25,0.09523809523809523,200.63400000000001,73.473,0.13176295356438514,1.0,-3.3121987435043723,1.0,11.409480781535807
S1E25,5.0,0.2,0.11904761904761904,274.107,13.013,0.18001509172260394,1.0,2.93765986724086,0.0,10.308231283105089
S1E25,6.0,0.16666666666666666,0.14285714285714285,287.12,10.644,0.18856115726849018,1.0,5.486009607241924,0.0,0.0
S1E25,7.0,0.14285714285714285,0.16666666666666666,297.764,3.8710000000000004,0.19555142251635102,1.0,3.552573989713068,0.0,0.0
S1E25,8.0,0.125,0.19047619047619047,301.635,149.516,0.19809363566690244,1.0,-3.421309300666397,1.0,8.62053402495117
S1E25,9.0,0.1111111111111111,0.21428571428571427,451.151,13.647,0.29628571559918015,2.0,-3.2824481425673118,1.0,12.510730279966523
S1E25,10.0,0.1,0.23809523809523808,464.798,23.624000000000002,0.30524814981916865,2.0,-4.0213117380167,0.0,4.279059904192728
S1E25,11.0,0.09090909090909091,0.2619047619047619,488.42199999999997,9.243,0.3207628084264088,2.0,-2.8855172766856967,0.0,0.0
S1E25,12.0,0.08333333333333333,0.2857142857142857,497.664,8.675,0.3268323341141888,2.0,-4.619034837404041,0.0,10.308231283105089
S1E25,13.0,0.07692307692307693,0.30952380952380953,506.34,11.144,0.3325301489667293,2.0,-4.249654128639126,0.0,2.3619265344909293
S1E25,14.0,0.07142857142857142,0.3333333333333333,517.484,14.448,0.3398487806768159,2.0,-2.9838290583607168,1.0,12.510730279966523
S1E25,15.0,0.06666666666666667,0.35714285714285715,531.932,99.199,0.3493372579692899,2.0,-2.3032039074244706,1.0,7.3890291642438575
S1E25,16.0,0.0625,0.38095238095238093,631.131,18.051,0.41448450734194575,3.0,-2.0579735571148747,1.0,12.510730279966523
S1E25,17.0,0.058823529411764705,0.40476190476190477,649.183,28.195,0.4263398500941427,3.0,-3.9901031540754595,0.0,10.308231283105089
