,id,clos_beg_id,r_id_loc,start_time,dur,r_t_loc,sec,clock_drift,protagonist_appear,ava_charNet_score
S2E7,1.0,1.0,0.04,86.461,238.572,0.05516349477050248,1.0,0.0,1.0,4.6988095303894335
S2E7,2.0,0.5,0.08,325.033,5.547000000000001,0.20737622969594077,2.0,2.8877569862138386,0.0,7.956092540000973
S2E7,3.0,0.3333333333333333,0.12,330.58099999999996,45.003,0.21091594204008143,2.0,-1.0982176857879742,0.0,5.304061693333981
S2E7,4.0,0.25,0.16,375.584,25.025,0.23962857264991622,2.0,0.9685073072036918,1.0,10.572321443376223
S2E7,5.0,0.2,0.2,400.60900000000004,13.472000000000001,0.2555949211380418,2.0,-1.5369231939485333,0.0,13.188550346751478
S2E7,6.0,0.16666666666666666,0.24,414.08099999999996,14.765,0.2641902716608001,2.0,-0.7995267254471141,1.0,13.188550346751478
S2E7,7.0,0.14285714285714285,0.28,428.846,177.71900000000002,0.2736105767727751,2.0,0.6739898044523066,1.0,3.0449784847167747
S2E7,8.0,0.125,0.32,606.565,12.429,0.3869981286992961,2.0,1.1251193891696964,1.0,13.188550346751478
S2E7,9.0,0.1111111111111111,0.36,618.994,87.671,0.39492802861373816,2.0,-0.4925521365904416,1.0,13.188550346751478
S2E7,10.0,0.1,0.4,707.082,99.516,0.45112957529194014,3.0,-1.3796261034461836,1.0,6.969772094589429
S2E7,11.0,0.09090909090909091,0.44,806.5980000000001,102.686,0.5146223679450592,3.0,5.148599949206341,1.0,5.073629597669363
S2E7,12.0,0.08333333333333333,0.48,909.284,15.182,0.5801376710759948,3.0,3.904322516433084,1.0,13.188550346751478
S2E7,13.0,0.07692307692307693,0.52,924.758,27.819000000000003,0.5900103294778032,3.0,-0.2874425505907988,1.0,10.261394526811307
S2E7,14.0,0.07142857142857142,0.56,952.578,36.495,0.6077599324723947,4.0,-0.8255074383545369,1.0,13.188550346751478
S2E7,15.0,0.06666666666666667,0.6,989.072,21.897,0.6310436855883049,4.0,0.7998506914548177,0.0,0.0
S2E7,16.0,0.0625,0.64,1010.9689999999999,45.963,0.6450143202674052,4.0,1.0410797596039885,1.0,10.147259195338727
S2E7,17.0,0.058823529411764705,0.68,1057.266,109.193,0.6745525434823804,4.0,4.625520726110844,1.0,7.725660444336356
S2E7,18.0,0.05555555555555555,0.72,1166.458,26.109,0.7442187782122667,4.0,9.109269414749573,1.0,11.725879138129036
S2E7,19.0,0.05263157894736842,0.76,1192.568,16.517,0.7608773739774998,4.0,1.7060638165920559,1.0,10.261394526811307
S2E7,20.0,0.05,0.8,1209.0839999999998,13.347000000000001,0.7714148449717008,4.0,-0.4236461249788083,0.0,0.0
S2E7,21.0,0.047619047619047616,0.84,1222.431,30.072,0.7799304435040091,4.0,11.020314814848204,1.0,5.130697263405653
S2E7,22.0,0.045454545454545456,0.88,1252.503,13.013,0.799116858358551,4.0,8.47069878919746,0.0,7.956092540000973
S2E7,23.0,0.043478260869565216,0.92,1265.516,38.955999999999996,0.8074193595723763,5.0,-0.1405773025755832,0.0,7.956092540000973
S2E7,24.0,0.041666666666666664,0.96,1304.805,138.263,0.8324863671947526,5.0,3.1221779148788804,1.0,10.572321443376223
S2E7,25.0,0.04,1.0,1443.151,124.208,0.9207533181613148,5.0,0.0,1.0,10.572321443376223
