,id,clos_beg_id,r_id_loc,start_time,dur,r_t_loc,sec,clock_drift,protagonist_appear,ava_charNet_score
S2E23,1.0,1.0,0.038461538461538464,86.67,115.574,0.055339562200020564,1.0,0.0,1.0,9.995201883804391
S2E23,2.0,0.5,0.07692307692307693,202.24400000000003,70.237,0.12913458425730887,1.0,0.08343032202772492,1.0,10.501708337731037
S2E23,3.0,0.3333333333333333,0.11538461538461539,272.481,4.213,0.173981530492948,1.0,4.251324197433505,1.0,10.669674793666656
S2E23,4.0,0.25,0.15384615384615385,276.693,14.472999999999999,0.17667092977743498,1.0,1.9143328889244449,1.0,10.669674793666656
S2E23,5.0,0.2,0.19230769230769232,291.166,360.485,0.18591206839196017,1.0,-0.14137573446806934,1.0,2.3375704097709704
S2E23,6.0,0.16666666666666666,0.23076923076923078,652.236,55.681000000000004,0.4164584595718543,3.0,0.6699051360974837,0.0,5.928705393823713
S2E23,7.0,0.14285714285714285,0.2692307692307692,707.916,15.14,0.45201063244940304,3.0,-1.0086989614391693,0.0,9.149846223837331
S2E23,8.0,0.125,0.3076923076923077,723.056,86.75299999999999,0.4616776564681905,3.0,-0.5787833882511388,1.0,8.215149136443692
S2E23,9.0,0.1111111111111111,0.34615384615384615,809.81,28.403000000000002,0.5170708534117763,3.0,-0.8395029144346322,1.0,10.840557543771443
S2E23,10.0,0.1,0.38461538461538464,838.2130000000001,17.267,0.5352064203342084,3.0,-0.9807192450561798,1.0,11.515339661683091
S2E23,11.0,0.09090909090909091,0.4230769230769231,855.48,15.765999999999998,0.5462315526811307,3.0,-0.27002603626351185,1.0,11.515339661683091
S2E23,12.0,0.08333333333333333,0.46153846153846156,871.2460000000001,17.267,0.5562982832412499,3.0,-0.02685420068568195,1.0,10.052265869855779
S2E23,13.0,0.07692307692307693,0.5,888.5139999999999,25.025,0.5673240540970239,3.0,-0.22200958665654552,1.0,9.99551109185377
S2E23,14.0,0.07142857142857142,0.5384615384615384,913.539,19.895,0.5833027381175099,3.0,0.41202976952117204,1.0,10.840557543771443
S2E23,15.0,0.06666666666666667,0.5769230769230769,934.393,35.577,0.5966182017164395,3.0,-0.19155282634469528,1.0,10.840557543771443
S2E23,16.0,0.0625,0.6153846153846154,970.095,31.114,0.6194142447493821,4.0,-0.3918568217265222,1.0,5.757669830841546
S2E23,17.0,0.058823529411764705,0.6538461538461539,1001.877,26.985,0.6397073330826122,4.0,-0.2573949257489109,1.0,8.807540309244485
S2E23,18.0,0.05555555555555555,0.6923076923076923,1028.862,41.708,0.6569374944529545,4.0,-0.5446944760209591,1.0,10.501708337731037
S2E23,19.0,0.05263157894736842,0.7307692307692307,1071.238,127.92,0.6839949455639279,4.0,-0.19329538615499786,1.0,10.669674793666656
S2E23,20.0,0.05,0.7692307692307693,1199.157,16.35,0.7656723593987546,4.0,-0.4868092550731181,0.0,8.475682522024448
S2E23,21.0,0.047619047619047616,0.8076923076923077,1215.507,21.188000000000002,0.7761119791284228,4.0,-0.35074296986889936,0.0,9.488489291178157
S2E23,22.0,0.045454545454545456,0.8461538461538461,1236.695,75.617,0.7896407046839095,4.0,-0.6509936625716678,1.0,10.052265869855779
S2E23,23.0,0.043478260869565216,0.8846153846153846,1312.3120000000001,82.249,0.8379228285431336,5.0,-0.5727547204388782,1.0,10.052265869855779
S2E23,24.0,0.041666666666666664,0.9230769230769231,1394.8110000000001,23.565,0.890599170321598,5.0,-0.8470044309087442,0.0,0.0
S2E23,25.0,0.04,0.9615384615384616,1418.6270000000002,96.346,0.9058058971400552,5.0,-0.916089568820174,1.0,9.938344036452586
S2E23,26.0,0.038461538461538464,1.0,1514.973,51.176,0.9673236709917128,5.0,0.0,0.0,9.320728973942122
