,id,clos_beg_id,r_id_loc,start_time,dur,r_t_loc,sec,clock_drift,protagonist_appear,ava_charNet_score
S3E1,1.0,1.0,0.03225806451612903,89.965,117.65899999999999,0.05970936773045998,1.0,-0.0,1.0,4.264709103859778
S3E1,2.0,0.5,0.06451612903225806,207.62400000000002,55.222,0.13779911927604094,1.0,1.459226192168949,1.0,8.86493543931791
S3E1,3.0,0.3333333333333333,0.0967741935483871,262.846,26.526999999999997,0.17444971344945795,1.0,0.6101741795492969,0.0,7.856288536729502
S3E1,4.0,0.25,0.12903225806451613,289.83099999999996,137.888,0.1923595371387422,1.0,1.5840208443636254,1.0,3.2221082716620746
S3E1,5.0,0.2,0.16129032258064516,427.719,39.873000000000005,0.2838751854199368,2.0,0.092580753708727,0.0,0.0
S3E1,6.0,0.16666666666666666,0.1935483870967742,467.593,48.048,0.3103393807057075,2.0,1.714486387836555,1.0,6.935041278520142
S3E1,7.0,0.14285714285714285,0.22580645161290322,515.641,13.805,0.34222862319682223,2.0,2.1553977353360456,1.0,9.873582341906312
S3E1,8.0,0.125,0.25806451612903225,529.446,26.026,0.351390939892415,2.0,0.6267731020116731,1.0,6.4744176494154635
S3E1,9.0,0.1111111111111111,0.2903225806451613,555.472,53.928999999999995,0.3686642795751021,2.0,2.080769315332714,1.0,8.86493543931791
S3E1,10.0,0.1,0.3225806451612903,609.818,24.358,0.4047334764703345,3.0,1.7708848855406611,1.0,7.504333888744688
S3E1,11.0,0.09090909090909091,0.3548387096774194,634.1759999999999,10.01,0.4208997720205878,3.0,1.2848722053214745,0.0,4.7831307875982505
S3E1,12.0,0.08333333333333333,0.3870967741935484,644.186,25.275,0.4275433642062368,3.0,1.9784173988586768,1.0,7.328356564752282
S3E1,13.0,0.07692307692307693,0.41935483870967744,669.461,102.26899999999999,0.4443182685511195,3.0,0.15002180253944075,1.0,4.4360632176016805
S3E1,14.0,0.07142857142857142,0.45161290322580644,772.814,173.632,0.5129131919440637,3.0,0.6598190274725191,1.0,2.9549784797726364
S3E1,15.0,0.06666666666666667,0.4838709677419355,946.446,90.382,0.6281519730008662,4.0,1.2910595466647368,1.0,3.6388747530019727
S3E1,16.0,0.0625,0.5161290322580645,1037.162,27.319000000000003,0.6883597760691306,4.0,1.498072108165032,0.0,0.0
S3E1,17.0,0.058823529411764705,0.5483870967741935,1064.481,24.191,0.7064912740631109,4.0,0.7252724905630498,0.0,0.0
S3E1,18.0,0.05555555555555555,0.5806451612903226,1088.672,28.82,0.7225467324610162,4.0,0.8392479334920449,1.0,6.988479990641168
S3E1,19.0,0.05263157894736842,0.6129032258064516,1117.492,11.845,0.7416744374350823,4.0,1.706653602319265,0.0,0.0
S3E1,20.0,0.05,0.6451612903225806,1129.338,28.028000000000002,0.7495365746010361,4.0,0.14366805345986655,0.0,3.9281442683647514
S3E1,21.0,0.047619047619047616,0.6774193548387096,1157.366,10.844000000000001,0.768138632720853,4.0,1.1361322026420035,0.0,0.0
S3E1,22.0,0.045454545454545456,0.7096774193548387,1168.21,64.898,0.7753357469727189,4.0,1.0915118074258892,1.0,4.658986660427445
S3E1,23.0,0.043478260869565216,0.7419354838709677,1233.442,41.542,0.8186299333317848,5.0,1.1516501767375833,0.0,7.856288536729502
S3E1,24.0,0.041666666666666664,0.7741935483870968,1274.983,12.679,0.8462005090544662,5.0,0.682184788088993,0.0,0.0
S3E1,25.0,0.04,0.8064516129032258,1287.663,14.556,0.8546161682866369,5.0,-0.03090208951548523,0.0,0.0
S3E1,26.0,0.038461538461538464,0.8387096774193549,1302.553,87.713,0.8644985946247301,5.0,0.684924550858193,1.0,5.1104768127265014
S3E1,27.0,0.037037037037037035,0.8709677419354839,1390.265,15.349,0.9227126563417768,5.0,1.6704936088193592,0.0,0.0
S3E1,28.0,0.03571428571428571,0.9032258064516129,1405.614,31.865,0.932899718924946,5.0,0.3111553262648824,1.0,8.86493543931791
S3E1,29.0,0.034482758620689655,0.9354838709677419,1437.479,11.677999999999999,0.9540483767666746,5.0,-0.4674832763653306,1.0,8.86493543931791
S3E1,30.0,0.03333333333333333,0.967741935483871,1449.1570000000002,26.693,0.9617990130847573,5.0,-1.3154366007002751,0.0,0.0
S3E1,31.0,0.03225806451612903,1.0,1475.851,30.864,0.9795157013768365,5.0,0.0,1.0,8.86493543931791
