Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 3,"[('Inciting incident', 0.6000000000000001), ('Climax 1', 0.2), ('Non-Key', 0.2)]"
Scene 4,"[('Inciting incident', 0.2), ('Climax 1', 0.4), ('Non-Key', 0.4)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Climax 1', 0.2), ('Obstacle', 0.4), ('Non-Key', 0.4)]"
Scene 7,"[('Climax 1', 0.2), ('Midpoint', 0.6000000000000001), ('Non-Key', 0.2)]"
Scene 8,"[('Midpoint', 0.2), ('Non-Key', 0.8)]"
Scene 9,"[('Midpoint', 0.2), ('Disaster', 0.2), ('Non-Key', 0.6000000000000001)]"
Scene 10,"[('Disaster', 0.2), ('Non-Key', 0.8)]"
Scene 11,"[('Inciting incident', 0.2), ('Crisis', 0.2), ('Non-Key', 0.6000000000000001)]"
Scene 12,"[('Obstacle', 0.2), ('Crisis', 0.2), ('Climax 2', 0.4), ('Non-Key', 0.2)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Crisis', 0.2), ('Climax 2', 0.4), ('Non-Key', 0.4)]"
Scene 15,"[('Climax 3', 1.0)]"
Scene 16,"[('Wrap-up', 1.0)]"
