Scene 1,"[('Inciting incident', 0.8333333333333333), ('Non-Key', 0.16666666666666666)]"
Scene 2,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 3,"[('Inciting incident', 0.3333333333333333), ('Climax 1', 0.16666666666666666), ('Non-Key', 0.5)]"
Scene 4,"[('Climax 1', 0.8333333333333333), ('Obstacle', 0.16666666666666666)]"
Scene 5,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 6,"[('Inciting incident', 0.16666666666666666), ('Obstacle', 0.3333333333333333), ('Non-Key', 0.5)]"
Scene 7,"[('Inciting incident', 0.16666666666666666), ('Non-Key', 0.8333333333333333)]"
Scene 8,"[('Obstacle', 0.3333333333333333), ('Midpoint', 0.16666666666666666), ('Non-Key', 0.5)]"
Scene 9,"[('Inciting incident', 0.16666666666666666), ('Midpoint', 0.16666666666666666), ('Non-Key', 0.6666666666666666)]"
Scene 10,"[('Obstacle', 0.5), ('Midpoint', 0.3333333333333333), ('Disaster', 0.16666666666666666)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Inciting incident', 0.16666666666666666), ('Obstacle', 0.3333333333333333), ('Midpoint', 0.16666666666666666), ('Climax 2', 0.16666666666666666), ('Non-Key', 0.16666666666666666)]"
Scene 13,"[('Obstacle', 0.5), ('Midpoint', 0.16666666666666666), ('Disaster', 0.16666666666666666), ('Non-Key', 0.16666666666666666)]"
Scene 14,"[('Obstacle', 0.16666666666666666), ('Disaster', 0.16666666666666666), ('Crisis', 0.3333333333333333), ('Climax 2', 0.16666666666666666), ('Non-Key', 0.16666666666666666)]"
Scene 15,"[('Disaster', 0.16666666666666666), ('Crisis', 0.16666666666666666), ('Climax 2', 0.5), ('Climax 3', 0.16666666666666666)]"
Scene 16,"[('Disaster', 0.16666666666666666), ('Crisis', 0.16666666666666666), ('Climax 2', 0.16666666666666666), ('Climax 3', 0.5)]"
Scene 17,"[('Climax 3', 0.3333333333333333), ('Wrap-up', 0.5), ('Non-Key', 0.16666666666666666)]"
Scene 18,"[('Wrap-up', 0.5), ('Non-Key', 0.5)]"
