Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Inciting incident', 0.75), ('Non-Key', 0.25)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Inciting incident', 0.5), ('Climax 1', 0.5)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Non-Key', 1.0)]"
Scene 9,"[('Inciting incident', 0.25), ('Climax 1', 0.25), ('Midpoint', 0.25), ('Non-Key', 0.25)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Non-Key', 1.0)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 17,"[('Inciting incident', 0.5), ('Midpoint', 0.25), ('Non-Key', 0.25)]"
Scene 18,"[('Non-Key', 1.0)]"
Scene 19,"[('Non-Key', 1.0)]"
Scene 20,"[('Climax 1', 0.25), ('Non-Key', 0.75)]"
Scene 21,"[('Non-Key', 1.0)]"
Scene 22,"[('Non-Key', 1.0)]"
Scene 23,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 24,"[('Midpoint', 0.25), ('Non-Key', 0.75)]"
Scene 25,"[('Obstacle', 0.75), ('Midpoint', 0.25)]"
Scene 26,"[('Disaster', 0.75), ('Climax 2', 0.25)]"
Scene 27,"[('Crisis', 0.25), ('Climax 3', 0.25), ('Non-Key', 0.5)]"
Scene 28,"[('Crisis', 0.25), ('Non-Key', 0.75)]"
Scene 29,"[('Non-Key', 1.0)]"
Scene 30,"[('Non-Key', 1.0)]"
Scene 31,"[('Non-Key', 1.0)]"
Scene 32,"[('Climax 2', 0.25), ('Non-Key', 0.75)]"
Scene 33,"[('Climax 2', 0.25), ('Non-Key', 0.75)]"
Scene 34,"[('Climax 2', 0.25), ('Non-Key', 0.75)]"
Scene 35,"[('Non-Key', 1.0)]"
Scene 36,"[('Non-Key', 1.0)]"
Scene 37,"[('Non-Key', 1.0)]"
Scene 38,"[('Climax 3', 0.25), ('Non-Key', 0.75)]"
Scene 39,"[('Non-Key', 1.0)]"
Scene 40,"[('Non-Key', 1.0)]"
Scene 41,"[('Climax 3', 0.25), ('Non-Key', 0.75)]"
Scene 42,"[('Wrap-up', 1.0)]"
