Scene 1,"[('Inciting incident', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Inciting incident', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 4,"[('Inciting incident', 1.0)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Climax 1', 1.0)]"
Scene 9,"[('Obstacle', 1.0)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Midpoint', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 16,"[('Midpoint', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 17,"[('Obstacle', 0.6666666666666666), ('Climax 2', 0.3333333333333333)]"
Scene 18,"[('Obstacle', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 19,"[('Disaster', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 20,"[('Obstacle', 0.3333333333333333), ('Crisis', 0.3333333333333333), ('Climax 2', 0.3333333333333333)]"
Scene 21,"[('Climax 2', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 22,"[('Crisis', 0.3333333333333333), ('Climax 3', 0.6666666666666666)]"
Scene 23,"[('Non-Key', 1.0)]"
Scene 24,"[('Non-Key', 1.0)]"
Scene 25,"[('Non-Key', 1.0)]"
Scene 26,"[('Climax 3', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 27,"[('Wrap-up', 1.0)]"
