Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Inciting incident', 1.0)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Inciting incident', 0.3333333333333333), ('Climax 1', 0.3333333333333333), ('Non-Key', 0.3333333333333333)]"
Scene 8,"[('Inciting incident', 0.3333333333333333), ('Climax 1', 0.3333333333333333), ('Non-Key', 0.3333333333333333)]"
Scene 9,"[('Non-Key', 1.0)]"
Scene 10,"[('Midpoint', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Climax 1', 0.3333333333333333), ('Disaster', 0.6666666666666666)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Obstacle', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 15,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 16,"[('Obstacle', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 17,"[('Midpoint', 0.3333333333333333), ('Climax 2', 0.6666666666666666)]"
Scene 18,"[('Non-Key', 1.0)]"
Scene 19,"[('Disaster', 0.3333333333333333), ('Crisis', 0.3333333333333333), ('Non-Key', 0.3333333333333333)]"
Scene 20,"[('Climax 3', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 21,"[('Climax 3', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 22,"[('Wrap-up', 1.0)]"
