Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 6,"[('Inciting incident', 0.75), ('Climax 1', 0.25)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Climax 1', 0.75), ('Non-Key', 0.25)]"
Scene 9,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 10,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 11,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 12,"[('Obstacle', 0.75), ('Crisis', 0.25)]"
Scene 13,"[('Inciting incident', 0.25), ('Midpoint', 0.75)]"
Scene 14,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Non-Key', 1.0)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Non-Key', 1.0)]"
Scene 19,"[('Non-Key', 1.0)]"
Scene 20,"[('Non-Key', 1.0)]"
Scene 21,"[('Non-Key', 1.0)]"
Scene 22,"[('Midpoint', 0.25), ('Disaster', 0.25), ('Climax 2', 0.5)]"
Scene 23,"[('Non-Key', 1.0)]"
Scene 24,"[('Crisis', 0.25), ('Non-Key', 0.75)]"
Scene 25,"[('Non-Key', 1.0)]"
Scene 26,"[('Obstacle', 0.5), ('Climax 2', 0.25), ('Non-Key', 0.25)]"
Scene 27,"[('Crisis', 0.25), ('Non-Key', 0.75)]"
Scene 28,"[('Climax 2', 0.25), ('Climax 3', 0.5), ('Non-Key', 0.25)]"
Scene 29,"[('Climax 3', 0.5), ('Non-Key', 0.5)]"
Scene 30,"[('Wrap-up', 0.25), ('Non-Key', 0.75)]"
Scene 31,"[('Wrap-up', 0.5), ('Non-Key', 0.5)]"
