Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Inciting incident', 1.0)]"
Scene 3,"[('Climax 1', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 4,"[('Climax 1', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Obstacle', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 7,"[('Obstacle', 1.0)]"
Scene 8,"[('Obstacle', 0.3333333333333333), ('Midpoint', 0.6666666666666666)]"
Scene 9,"[('Midpoint', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 10,"[('Obstacle', 0.3333333333333333), ('Disaster', 0.6666666666666666)]"
Scene 11,"[('Crisis', 0.6666666666666666), ('Climax 2', 0.3333333333333333)]"
Scene 12,"[('Climax 2', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 13,"[('Climax 2', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Climax 3', 1.0)]"
Scene 16,"[('Wrap-up', 1.0)]"
