Scene 1,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 2,"[('Inciting incident', 1.0)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Climax 1', 1.0)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Obstacle', 0.6000000000000001), ('Non-Key', 0.4)]"
Scene 8,"[('Obstacle', 0.2), ('Midpoint', 0.4), ('Non-Key', 0.4)]"
Scene 9,"[('Obstacle', 0.2), ('Non-Key', 0.8)]"
Scene 10,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Non-Key', 1.0)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Obstacle', 0.4), ('Climax 2', 0.4), ('Non-Key', 0.2)]"
Scene 16,"[('Obstacle', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 17,"[('Midpoint', 0.2), ('Non-Key', 0.8)]"
Scene 18,"[('Obstacle', 0.4), ('Midpoint', 0.2), ('Non-Key', 0.4)]"
Scene 19,"[('Obstacle', 0.4), ('Midpoint', 0.2), ('Disaster', 0.4)]"
Scene 20,"[('Non-Key', 1.0)]"
Scene 21,"[('Non-Key', 1.0)]"
Scene 22,"[('Disaster', 0.6000000000000001), ('Crisis', 0.2), ('Climax 2', 0.2)]"
Scene 23,"[('Climax 2', 0.2), ('Non-Key', 0.8)]"
Scene 24,"[('Non-Key', 1.0)]"
Scene 25,"[('Climax 3', 1.0)]"
Scene 26,"[('Wrap-up', 1.0)]"
