Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Inciting incident', 1.0)]"
Scene 3,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 4,"[('Inciting incident', 0.75), ('Non-Key', 0.25)]"
Scene 5,"[('Climax 1', 1.0)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 9,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 10,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 11,"[('Obstacle', 0.75), ('Non-Key', 0.25)]"
Scene 12,"[('Obstacle', 0.5), ('Midpoint', 0.25), ('Non-Key', 0.25)]"
Scene 13,"[('Obstacle', 1.0)]"
Scene 14,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Obstacle', 0.25), ('Midpoint', 0.5), ('Climax 2', 0.25)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Non-Key', 1.0)]"
Scene 19,"[('Non-Key', 1.0)]"
Scene 20,"[('Obstacle', 0.25), ('Disaster', 0.5), ('Non-Key', 0.25)]"
Scene 21,"[('Midpoint', 0.25), ('Non-Key', 0.75)]"
Scene 22,"[('Crisis', 0.25), ('Non-Key', 0.75)]"
Scene 23,"[('Non-Key', 1.0)]"
Scene 24,"[('Climax 2', 0.25), ('Non-Key', 0.75)]"
Scene 25,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 26,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 27,"[('Non-Key', 1.0)]"
Scene 28,"[('Non-Key', 1.0)]"
Scene 29,"[('Non-Key', 1.0)]"
Scene 30,"[('Non-Key', 1.0)]"
Scene 31,"[('Obstacle', 0.25), ('Climax 2', 0.5), ('Non-Key', 0.25)]"
Scene 32,"[('Non-Key', 1.0)]"
Scene 33,"[('Non-Key', 1.0)]"
Scene 34,"[('Climax 3', 0.75), ('Non-Key', 0.25)]"
Scene 35,"[('Non-Key', 1.0)]"
Scene 36,"[('Non-Key', 1.0)]"
Scene 37,"[('Climax 3', 0.25), ('Wrap-up', 0.75)]"
