Scene 1,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 5,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 6,"[('Climax 1', 1.0)]"
Scene 7,"[('Obstacle', 0.25), ('Crisis', 0.25), ('Non-Key', 0.5)]"
Scene 8,"[('Non-Key', 1.0)]"
Scene 9,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 10,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 11,"[('Inciting incident', 0.25), ('Obstacle', 0.25), ('Non-Key', 0.5)]"
Scene 12,"[('Midpoint', 0.75), ('Non-Key', 0.25)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Obstacle', 1.0)]"
Scene 16,"[('Midpoint', 0.25), ('Climax 2', 0.5), ('Non-Key', 0.25)]"
Scene 17,"[('Disaster', 0.25), ('Non-Key', 0.75)]"
Scene 18,"[('Crisis', 0.75), ('Non-Key', 0.25)]"
Scene 19,"[('Obstacle', 0.25), ('Climax 2', 0.5), ('Non-Key', 0.25)]"
Scene 20,"[('Non-Key', 1.0)]"
Scene 21,"[('Climax 3', 1.0)]"
Scene 22,"[('Wrap-up', 0.75), ('Non-Key', 0.25)]"
Scene 23,"[('Wrap-up', 0.25), ('Non-Key', 0.75)]"
