Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Inciting incident', 1.0)]"
Scene 5,"[('Inciting incident', 0.3333333333333333), ('Climax 1', 0.3333333333333333), ('Non-Key', 0.3333333333333333)]"
Scene 6,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 7,"[('Inciting incident', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 8,"[('Climax 1', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 9,"[('Non-Key', 1.0)]"
Scene 10,"[('Obstacle', 0.6666666666666666), ('Midpoint', 0.3333333333333333)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Climax 1', 0.3333333333333333), ('Midpoint', 0.3333333333333333), ('Disaster', 0.3333333333333333)]"
Scene 15,"[('Crisis', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 16,"[('Midpoint', 0.3333333333333333), ('Disaster', 0.3333333333333333), ('Climax 2', 0.3333333333333333)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Non-Key', 1.0)]"
Scene 19,"[('Non-Key', 1.0)]"
Scene 20,"[('Non-Key', 1.0)]"
Scene 21,"[('Non-Key', 1.0)]"
Scene 22,"[('Non-Key', 1.0)]"
Scene 23,"[('Non-Key', 1.0)]"
Scene 24,"[('Climax 2', 0.3333333333333333), ('Climax 3', 0.3333333333333333), ('Wrap-up', 0.3333333333333333)]"
