Scene 1,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Inciting incident', 0.8), ('Non-Key', 0.2)]"
Scene 5,"[('Climax 1', 0.6000000000000001), ('Non-Key', 0.4)]"
Scene 6,"[('Inciting incident', 0.4), ('Obstacle', 0.2), ('Non-Key', 0.4)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Inciting incident', 0.2), ('Climax 1', 0.2), ('Midpoint', 0.2), ('Non-Key', 0.4)]"
Scene 9,"[('Climax 1', 0.2), ('Disaster', 0.2), ('Climax 2', 0.4), ('Non-Key', 0.2)]"
Scene 10,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 11,"[('Obstacle', 0.6000000000000001), ('Crisis', 0.2), ('Climax 2', 0.2)]"
Scene 12,"[('Climax 2', 0.2), ('Non-Key', 0.8)]"
Scene 13,"[('Obstacle', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 14,"[('Obstacle', 1.0)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Non-Key', 1.0)]"
Scene 17,"[('Obstacle', 0.8), ('Non-Key', 0.2)]"
Scene 18,"[('Obstacle', 0.2), ('Non-Key', 0.8)]"
Scene 19,"[('Obstacle', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 20,"[('Obstacle', 0.4), ('Climax 3', 0.2), ('Non-Key', 0.4)]"
Scene 21,"[('Climax 3', 0.4), ('Wrap-up', 0.6000000000000001)]"
