Scene 1,"[('Inciting incident', 0.25), ('Climax 1', 0.25), ('Non-Key', 0.5)]"
Scene 2,"[('Climax 1', 0.25), ('Midpoint', 0.25), ('Non-Key', 0.5)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 8,"[('Climax 1', 0.5), ('Midpoint', 0.25), ('Non-Key', 0.25)]"
Scene 9,"[('Obstacle', 0.25), ('Disaster', 0.25), ('Non-Key', 0.5)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Obstacle', 0.5), ('Midpoint', 0.25), ('Crisis', 0.25)]"
Scene 12,"[('Obstacle', 0.25), ('Climax 2', 0.5), ('Non-Key', 0.25)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 17,"[('Obstacle', 0.25), ('Disaster', 0.5), ('Climax 2', 0.25)]"
Scene 18,"[('Climax 2', 0.25), ('Climax 3', 0.75)]"
Scene 19,"[('Wrap-up', 1.0)]"
