Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Inciting incident', 0.8), ('Non-Key', 0.2)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Non-Key', 1.0)]"
Scene 9,"[('Inciting incident', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Climax 1', 1.0)]"
Scene 12,"[('Obstacle', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 13,"[('Obstacle', 0.2), ('Non-Key', 0.8)]"
Scene 14,"[('Obstacle', 0.6000000000000001), ('Midpoint', 0.2), ('Non-Key', 0.2)]"
Scene 15,"[('Obstacle', 0.2), ('Non-Key', 0.8)]"
Scene 16,"[('Midpoint', 0.2), ('Non-Key', 0.8)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Non-Key', 1.0)]"
Scene 19,"[('Obstacle', 0.4), ('Disaster', 0.2), ('Non-Key', 0.4)]"
Scene 20,"[('Disaster', 0.2), ('Non-Key', 0.8)]"
Scene 21,"[('Midpoint', 0.2), ('Non-Key', 0.8)]"
Scene 22,"[('Obstacle', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 23,"[('Crisis', 0.2), ('Non-Key', 0.8)]"
Scene 24,"[('Non-Key', 1.0)]"
Scene 25,"[('Inciting incident', 0.2), ('Disaster', 0.2), ('Crisis', 0.2), ('Non-Key', 0.4)]"
Scene 26,"[('Crisis', 0.2), ('Climax 2', 0.8)]"
Scene 27,"[('Climax 2', 0.2), ('Non-Key', 0.8)]"
Scene 28,"[('Climax 3', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 29,"[('Climax 3', 0.2), ('Non-Key', 0.8)]"
Scene 30,"[('Climax 3', 0.4), ('Wrap-up', 0.6000000000000001)]"
