Scene 1,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 2,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 3,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Inciting incident', 0.25), ('Climax 1', 0.75)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Inciting incident', 0.5), ('Climax 1', 0.25), ('Obstacle', 0.25)]"
Scene 8,"[('Non-Key', 1.0)]"
Scene 9,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 12,"[('Obstacle', 0.75), ('Non-Key', 0.25)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 16,"[('Midpoint', 0.25), ('Non-Key', 0.75)]"
Scene 17,"[('Obstacle', 0.5), ('Disaster', 0.25), ('Non-Key', 0.25)]"
Scene 18,"[('Midpoint', 0.5), ('Non-Key', 0.5)]"
Scene 19,"[('Climax 2', 0.25), ('Non-Key', 0.75)]"
Scene 20,"[('Non-Key', 1.0)]"
Scene 21,"[('Non-Key', 1.0)]"
Scene 22,"[('Non-Key', 1.0)]"
Scene 23,"[('Midpoint', 0.25), ('Non-Key', 0.75)]"
Scene 24,"[('Crisis', 0.25), ('Non-Key', 0.75)]"
Scene 25,"[('Disaster', 0.75), ('Crisis', 0.25)]"
Scene 26,"[('Non-Key', 1.0)]"
Scene 27,"[('Climax 2', 0.25), ('Non-Key', 0.75)]"
Scene 28,"[('Climax 2', 0.5), ('Climax 3', 0.5)]"
Scene 29,"[('Climax 3', 0.5), ('Wrap-up', 0.25), ('Non-Key', 0.25)]"
Scene 30,"[('Wrap-up', 0.5), ('Non-Key', 0.5)]"
Scene 31,"[('Wrap-up', 0.25), ('Non-Key', 0.75)]"
