Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 5,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 6,"[('Climax 1', 1.0)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Non-Key', 1.0)]"
Scene 9,"[('Obstacle', 1.0)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Midpoint', 0.25), ('Non-Key', 0.75)]"
Scene 12,"[('Obstacle', 1.0)]"
Scene 13,"[('Obstacle', 1.0)]"
Scene 14,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 15,"[('Midpoint', 0.5), ('Non-Key', 0.5)]"
Scene 16,"[('Obstacle', 0.25), ('Midpoint', 0.25), ('Non-Key', 0.5)]"
Scene 17,"[('Inciting incident', 0.5), ('Obstacle', 0.25), ('Disaster', 0.25)]"
Scene 18,"[('Disaster', 0.75), ('Crisis', 0.25)]"
Scene 19,"[('Crisis', 0.25), ('Climax 2', 0.5), ('Non-Key', 0.25)]"
Scene 20,"[('Crisis', 0.5), ('Climax 2', 0.5)]"
Scene 21,"[('Climax 3', 1.0)]"
Scene 22,"[('Wrap-up', 1.0)]"
