Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 5,"[('Inciting incident', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Inciting incident', 0.6000000000000001), ('Non-Key', 0.4)]"
Scene 8,"[('Climax 1', 0.8), ('Non-Key', 0.2)]"
Scene 9,"[('Climax 1', 0.2), ('Non-Key', 0.8)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Obstacle', 0.6000000000000001), ('Non-Key', 0.4)]"
Scene 12,"[('Obstacle', 1.0)]"
Scene 13,"[('Obstacle', 0.6000000000000001), ('Non-Key', 0.4)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Obstacle', 0.2), ('Non-Key', 0.8)]"
Scene 16,"[('Obstacle', 0.8), ('Non-Key', 0.2)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Non-Key', 1.0)]"
Scene 19,"[('Non-Key', 1.0)]"
Scene 20,"[('Obstacle', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 21,"[('Non-Key', 1.0)]"
Scene 22,"[('Non-Key', 1.0)]"
Scene 23,"[('Non-Key', 1.0)]"
Scene 24,"[('Non-Key', 1.0)]"
Scene 25,"[('Obstacle', 0.2), ('Midpoint', 0.4), ('Non-Key', 0.4)]"
Scene 26,"[('Crisis', 0.2), ('Non-Key', 0.8)]"
Scene 27,"[('Non-Key', 1.0)]"
Scene 28,"[('Midpoint', 0.6000000000000001), ('Non-Key', 0.4)]"
Scene 29,"[('Non-Key', 1.0)]"
Scene 30,"[('Disaster', 0.8), ('Climax 2', 0.2)]"
Scene 31,"[('Disaster', 0.2), ('Crisis', 0.8)]"
Scene 32,"[('Inciting incident', 0.2), ('Climax 2', 0.6000000000000001), ('Non-Key', 0.2)]"
Scene 33,"[('Climax 3', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 34,"[('Climax 2', 0.2), ('Non-Key', 0.8)]"
Scene 35,"[('Non-Key', 1.0)]"
Scene 36,"[('Non-Key', 1.0)]"
Scene 37,"[('Non-Key', 1.0)]"
Scene 38,"[('Non-Key', 1.0)]"
Scene 39,"[('Non-Key', 1.0)]"
Scene 40,"[('Climax 3', 0.6000000000000001), ('Wrap-up', 0.4)]"
Scene 41,"[('Non-Key', 1.0)]"
Scene 42,"[('Wrap-up', 0.2), ('Non-Key', 0.8)]"
Scene 43,"[('Wrap-up', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 44,"[('Non-Key', 1.0)]"
