Scene 1,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 2,"[('Inciting incident', 0.25), ('Climax 1', 0.5), ('Non-Key', 0.25)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Inciting incident', 0.5), ('Obstacle', 0.25), ('Non-Key', 0.25)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 8,"[('Non-Key', 1.0)]"
Scene 9,"[('Climax 1', 0.5), ('Obstacle', 0.5)]"
Scene 10,"[('Climax 2', 0.25), ('Non-Key', 0.75)]"
Scene 11,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 12,"[('Obstacle', 0.25), ('Midpoint', 0.25), ('Non-Key', 0.5)]"
Scene 13,"[('Obstacle', 0.25), ('Midpoint', 0.25), ('Non-Key', 0.5)]"
Scene 14,"[('Disaster', 0.25), ('Non-Key', 0.75)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Midpoint', 0.25), ('Crisis', 0.25), ('Climax 2', 0.25), ('Climax 3', 0.25)]"
Scene 17,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 18,"[('Obstacle', 0.25), ('Climax 2', 0.25), ('Non-Key', 0.5)]"
Scene 19,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 20,"[('Disaster', 0.25), ('Climax 3', 0.75)]"
Scene 21,"[('Wrap-up', 1.0)]"
