Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Inciting incident', 1.0)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Climax 1', 0.2), ('Non-Key', 0.8)]"
Scene 9,"[('Climax 1', 0.8), ('Obstacle', 0.2)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Non-Key', 1.0)]"
Scene 13,"[('Obstacle', 0.8), ('Non-Key', 0.2)]"
Scene 14,"[('Midpoint', 0.2), ('Non-Key', 0.8)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Non-Key', 1.0)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Obstacle', 0.2), ('Non-Key', 0.8)]"
Scene 19,"[('Non-Key', 1.0)]"
Scene 20,"[('Obstacle', 0.8), ('Non-Key', 0.2)]"
Scene 21,"[('Disaster', 0.2), ('Non-Key', 0.8)]"
Scene 22,"[('Non-Key', 1.0)]"
Scene 23,"[('Obstacle', 0.2), ('Midpoint', 0.8)]"
Scene 24,"[('Non-Key', 1.0)]"
Scene 25,"[('Non-Key', 1.0)]"
Scene 26,"[('Climax 2', 0.2), ('Non-Key', 0.8)]"
Scene 27,"[('Obstacle', 0.2), ('Disaster', 0.8)]"
Scene 28,"[('Non-Key', 1.0)]"
Scene 29,"[('Non-Key', 1.0)]"
Scene 30,"[('Climax 3', 0.2), ('Non-Key', 0.8)]"
Scene 31,"[('Non-Key', 1.0)]"
Scene 32,"[('Climax 2', 0.8), ('Non-Key', 0.2)]"
Scene 33,"[('Climax 3', 0.8), ('Non-Key', 0.2)]"
Scene 34,"[('Non-Key', 1.0)]"
Scene 35,"[('Non-Key', 1.0)]"
Scene 36,"[('Non-Key', 1.0)]"
Scene 37,"[('Wrap-up', 1.0)]"
Scene 38,"[('Non-Key', 1.0)]"
