Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Inciting incident', 0.8), ('Non-Key', 0.2)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Inciting incident', 0.4), ('Climax 1', 0.4), ('Non-Key', 0.2)]"
Scene 7,"[('Inciting incident', 0.4), ('Climax 1', 0.2), ('Obstacle', 0.2), ('Non-Key', 0.2)]"
Scene 8,"[('Obstacle', 0.2), ('Non-Key', 0.8)]"
Scene 9,"[('Inciting incident', 0.2), ('Midpoint', 0.2), ('Non-Key', 0.6000000000000001)]"
Scene 10,"[('Midpoint', 0.2), ('Non-Key', 0.8)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Climax 1', 0.4), ('Disaster', 0.4), ('Crisis', 0.2)]"
Scene 13,"[('Obstacle', 0.2), ('Crisis', 0.2), ('Non-Key', 0.6000000000000001)]"
Scene 14,"[('Midpoint', 0.4), ('Disaster', 0.2), ('Climax 2', 0.4)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Disaster', 0.2), ('Crisis', 0.2), ('Climax 2', 0.2), ('Non-Key', 0.4)]"
Scene 17,"[('Climax 2', 0.2), ('Non-Key', 0.8)]"
Scene 18,"[('Climax 2', 0.2), ('Climax 3', 0.2), ('Non-Key', 0.6000000000000001)]"
Scene 19,"[('Disaster', 0.2), ('Climax 3', 0.6000000000000001), ('Non-Key', 0.2)]"
Scene 20,"[('Wrap-up', 1.0)]"
