Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Inciting incident', 0.75), ('Non-Key', 0.25)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Climax 1', 1.0)]"
Scene 5,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 6,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 7,"[('Obstacle', 0.75), ('Non-Key', 0.25)]"
Scene 8,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 9,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 10,"[('Midpoint', 0.75), ('Non-Key', 0.25)]"
Scene 11,"[('Obstacle', 0.75), ('Disaster', 0.25)]"
Scene 12,"[('Midpoint', 0.25), ('Disaster', 0.25), ('Crisis', 0.25), ('Climax 2', 0.25)]"
Scene 13,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 14,"[('Disaster', 0.25), ('Crisis', 0.25), ('Non-Key', 0.5)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Disaster', 0.25), ('Non-Key', 0.75)]"
Scene 17,"[('Crisis', 0.25), ('Climax 2', 0.75)]"
Scene 18,"[('Climax 3', 0.75), ('Wrap-up', 0.25)]"
