Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Inciting incident', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 7,"[('Climax 1', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 8,"[('Inciting incident', 0.6000000000000001), ('Non-Key', 0.4)]"
Scene 9,"[('Non-Key', 1.0)]"
Scene 10,"[('Climax 1', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Non-Key', 1.0)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Non-Key', 1.0)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Non-Key', 1.0)]"
Scene 19,"[('Inciting incident', 0.4), ('Climax 1', 0.2), ('Midpoint', 0.4)]"
Scene 20,"[('Inciting incident', 0.6000000000000001), ('Obstacle', 0.2), ('Non-Key', 0.2)]"
Scene 21,"[('Non-Key', 1.0)]"
Scene 22,"[('Inciting incident', 0.2), ('Obstacle', 0.4), ('Non-Key', 0.4)]"
Scene 23,"[('Non-Key', 1.0)]"
Scene 24,"[('Obstacle', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 25,"[('Midpoint', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 26,"[('Obstacle', 0.6000000000000001), ('Non-Key', 0.4)]"
Scene 27,"[('Obstacle', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 28,"[('Obstacle', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 29,"[('Non-Key', 1.0)]"
Scene 30,"[('Midpoint', 0.2), ('Disaster', 0.4), ('Climax 2', 0.4)]"
Scene 31,"[('Disaster', 0.2), ('Crisis', 0.4), ('Non-Key', 0.4)]"
Scene 32,"[('Non-Key', 1.0)]"
Scene 33,"[('Non-Key', 1.0)]"
Scene 34,"[('Climax 2', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 35,"[('Crisis', 0.6000000000000001), ('Non-Key', 0.4)]"
Scene 36,"[('Non-Key', 1.0)]"
Scene 37,"[('Non-Key', 1.0)]"
Scene 38,"[('Climax 3', 0.8), ('Non-Key', 0.2)]"
Scene 39,"[('Climax 2', 0.2), ('Non-Key', 0.8)]"
Scene 40,"[('Obstacle', 0.2), ('Disaster', 0.4), ('Non-Key', 0.4)]"
Scene 41,"[('Climax 3', 0.2), ('Non-Key', 0.8)]"
Scene 42,"[('Wrap-up', 1.0)]"
