Scene 1,"[('Inciting incident', 0.8), ('Non-Key', 0.2)]"
Scene 2,"[('Inciting incident', 0.4), ('Climax 1', 0.6000000000000001)]"
Scene 3,"[('Inciting incident', 0.2), ('Climax 1', 0.2), ('Non-Key', 0.6000000000000001)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Climax 1', 0.2), ('Obstacle', 0.2), ('Midpoint', 0.2), ('Non-Key', 0.4)]"
Scene 6,"[('Obstacle', 0.8), ('Midpoint', 0.2)]"
Scene 7,"[('Midpoint', 0.2), ('Non-Key', 0.8)]"
Scene 8,"[('Midpoint', 0.4), ('Climax 2', 0.4), ('Non-Key', 0.2)]"
Scene 9,"[('Disaster', 0.2), ('Crisis', 0.2), ('Climax 2', 0.4), ('Climax 3', 0.2)]"
Scene 10,"[('Climax 3', 0.6000000000000001), ('Wrap-up', 0.4)]"
