Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Non-Key', 1.0)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Inciting incident', 1.0)]"
Scene 6,"[('Inciting incident', 0.3333333333333333), ('Climax 1', 0.6666666666666666)]"
Scene 7,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 8,"[('Non-Key', 1.0)]"
Scene 9,"[('Inciting incident', 0.3333333333333333), ('Climax 1', 0.3333333333333333), ('Midpoint', 0.3333333333333333)]"
Scene 10,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 13,"[('Obstacle', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 16,"[('Midpoint', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Obstacle', 0.3333333333333333), ('Disaster', 0.6666666666666666)]"
Scene 19,"[('Obstacle', 0.3333333333333333), ('Crisis', 0.3333333333333333), ('Non-Key', 0.3333333333333333)]"
Scene 20,"[('Non-Key', 1.0)]"
Scene 21,"[('Climax 2', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 22,"[('Climax 2', 0.3333333333333333), ('Climax 3', 0.3333333333333333), ('Non-Key', 0.3333333333333333)]"
Scene 23,"[('Wrap-up', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
