Scene 1,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Inciting incident', 0.8), ('Climax 1', 0.2)]"
Scene 4,"[('Obstacle', 0.2), ('Non-Key', 0.8)]"
Scene 5,"[('Inciting incident', 0.2), ('Climax 1', 0.4), ('Obstacle', 0.4)]"
Scene 6,"[('Climax 1', 0.4), ('Midpoint', 0.6000000000000001)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Non-Key', 1.0)]"
Scene 9,"[('Obstacle', 0.2), ('Midpoint', 0.2), ('Disaster', 0.6000000000000001)]"
Scene 10,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Crisis', 0.2), ('Climax 2', 0.2), ('Non-Key', 0.6000000000000001)]"
Scene 13,"[('Climax 2', 0.4), ('Climax 3', 0.2), ('Non-Key', 0.4)]"
Scene 14,"[('Climax 2', 0.4), ('Wrap-up', 0.2), ('Non-Key', 0.4)]"
Scene 15,"[('Climax 3', 0.2), ('Non-Key', 0.8)]"
Scene 16,"[('Non-Key', 1.0)]"
Scene 17,"[('Climax 3', 0.6000000000000001), ('Non-Key', 0.4)]"
