Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Inciting incident', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Non-Key', 1.0)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 9,"[('Non-Key', 1.0)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Inciting incident', 0.6000000000000001), ('Climax 1', 0.4)]"
Scene 13,"[('Inciting incident', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 14,"[('Non-Key', 1.0)]"
Scene 15,"[('Non-Key', 1.0)]"
Scene 16,"[('Inciting incident', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Climax 1', 0.6000000000000001), ('Obstacle', 0.4)]"
Scene 19,"[('Obstacle', 0.8), ('Non-Key', 0.2)]"
Scene 20,"[('Inciting incident', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 21,"[('Non-Key', 1.0)]"
Scene 22,"[('Non-Key', 1.0)]"
Scene 23,"[('Inciting incident', 0.2), ('Non-Key', 0.8)]"
Scene 24,"[('Non-Key', 1.0)]"
Scene 25,"[('Midpoint', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 26,"[('Non-Key', 1.0)]"
Scene 27,"[('Non-Key', 1.0)]"
Scene 28,"[('Midpoint', 0.2), ('Non-Key', 0.8)]"
Scene 29,"[('Non-Key', 1.0)]"
Scene 30,"[('Non-Key', 1.0)]"
Scene 31,"[('Non-Key', 1.0)]"
Scene 32,"[('Midpoint', 0.4), ('Disaster', 0.6000000000000001)]"
Scene 33,"[('Non-Key', 1.0)]"
Scene 34,"[('Non-Key', 1.0)]"
Scene 35,"[('Climax 3', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 36,"[('Crisis', 0.4), ('Non-Key', 0.6000000000000001)]"
Scene 37,"[('Obstacle', 0.4), ('Crisis', 0.2), ('Climax 2', 0.4)]"
Scene 38,"[('Climax 2', 0.2), ('Non-Key', 0.8)]"
Scene 39,"[('Crisis', 0.4), ('Climax 3', 0.6000000000000001)]"
Scene 40,"[('Non-Key', 1.0)]"
Scene 41,"[('Wrap-up', 1.0)]"
