Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Inciting incident', 0.25), ('Non-Key', 0.75)]"
Scene 4,"[('Non-Key', 1.0)]"
Scene 5,"[('Non-Key', 1.0)]"
Scene 6,"[('Inciting incident', 0.75), ('Non-Key', 0.25)]"
Scene 7,"[('Inciting incident', 0.5), ('Non-Key', 0.5)]"
Scene 8,"[('Non-Key', 1.0)]"
Scene 9,"[('Non-Key', 1.0)]"
Scene 10,"[('Non-Key', 1.0)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Inciting incident', 1.0)]"
Scene 13,"[('Non-Key', 1.0)]"
Scene 14,"[('Climax 1', 0.75), ('Non-Key', 0.25)]"
Scene 15,"[('Obstacle', 0.5), ('Midpoint', 0.25), ('Non-Key', 0.25)]"
Scene 16,"[('Climax 1', 0.25), ('Crisis', 0.25), ('Non-Key', 0.5)]"
Scene 17,"[('Non-Key', 1.0)]"
Scene 18,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 19,"[('Obstacle', 0.75), ('Non-Key', 0.25)]"
Scene 20,"[('Non-Key', 1.0)]"
Scene 21,"[('Midpoint', 0.5), ('Non-Key', 0.5)]"
Scene 22,"[('Disaster', 0.5), ('Climax 2', 0.25), ('Non-Key', 0.25)]"
Scene 23,"[('Obstacle', 0.25), ('Climax 2', 0.75)]"
Scene 24,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 25,"[('Obstacle', 0.75), ('Non-Key', 0.25)]"
Scene 26,"[('Obstacle', 0.5), ('Disaster', 0.25), ('Non-Key', 0.25)]"
Scene 27,"[('Obstacle', 0.5), ('Non-Key', 0.5)]"
Scene 28,"[('Non-Key', 1.0)]"
Scene 29,"[('Non-Key', 1.0)]"
Scene 30,"[('Obstacle', 0.25), ('Non-Key', 0.75)]"
Scene 31,"[('Non-Key', 1.0)]"
Scene 32,"[('Crisis', 0.5), ('Non-Key', 0.5)]"
Scene 33,"[('Climax 3', 1.0)]"
Scene 34,"[('Non-Key', 1.0)]"
Scene 35,"[('Non-Key', 1.0)]"
Scene 36,"[('Wrap-up', 1.0)]"
