Scene 1,"[('Non-Key', 1.0)]"
Scene 2,"[('Non-Key', 1.0)]"
Scene 3,"[('Inciting incident', 1.0)]"
Scene 4,"[('Inciting incident', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 5,"[('Inciting incident', 0.3333333333333333), ('Climax 1', 0.3333333333333333), ('Non-Key', 0.3333333333333333)]"
Scene 6,"[('Climax 1', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 7,"[('Non-Key', 1.0)]"
Scene 8,"[('Inciting incident', 0.3333333333333333), ('Midpoint', 0.3333333333333333), ('Non-Key', 0.3333333333333333)]"
Scene 9,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 10,"[('Inciting incident', 0.3333333333333333), ('Midpoint', 0.3333333333333333), ('Climax 2', 0.3333333333333333)]"
Scene 11,"[('Non-Key', 1.0)]"
Scene 12,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 13,"[('Obstacle', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 14,"[('Obstacle', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
Scene 15,"[('Obstacle', 1.0)]"
Scene 16,"[('Disaster', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 17,"[('Obstacle', 0.6666666666666666), ('Disaster', 0.3333333333333333)]"
Scene 18,"[('Crisis', 0.3333333333333333), ('Non-Key', 0.6666666666666666)]"
Scene 19,"[('Obstacle', 0.3333333333333333), ('Crisis', 0.3333333333333333), ('Non-Key', 0.3333333333333333)]"
Scene 20,"[('Non-Key', 1.0)]"
Scene 21,"[('Climax 2', 0.6666666666666666), ('Climax 3', 0.3333333333333333)]"
Scene 22,"[('Climax 3', 0.6666666666666666), ('Wrap-up', 0.3333333333333333)]"
Scene 23,"[('Wrap-up', 0.6666666666666666), ('Non-Key', 0.3333333333333333)]"
